text,type,start,end,method,article_id,article_url,article_domain,article_theme
Priya Ramani,PERSON,65,77,nltk,2954,https://www.hindustantimes.com/india-news/defamation-case-delhi-hc-to-hear-in-sep-m-j-akbar-s-plea-against-priya-ramani-s-acquittal-101745316990668.html,hindustantimes.com,TRIAL
LA Clippers,ORGANIZATION,27,38,nltk,2955,https://www.pennlive.com/tv/2025/04/how-to-watch-warriors-vs-la-clippers-nba-game-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
FREE,ORGANIZATION,70,74,nltk,2955,https://www.pennlive.com/tv/2025/04/how-to-watch-warriors-vs-la-clippers-nba-game-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
Manchester United,PERSON,13,30,nltk,2956,https://www.pennlive.com/tv/2025/04/how-to-watch-manchester-united-vs-newcastle-match-time-tv-channel-live-streams.html,pennlive.com,TRIAL
Yankees,ORGANIZATION,13,20,nltk,2957,https://www.pennlive.com/tv/2025/04/how-to-watch-yankees-vs-royals-mlb-series-opener-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
Royals MLB,PERSON,26,36,nltk,2957,https://www.pennlive.com/tv/2025/04/how-to-watch-yankees-vs-royals-mlb-series-opener-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
FREE,ORGANIZATION,73,77,nltk,2957,https://www.pennlive.com/tv/2025/04/how-to-watch-yankees-vs-royals-mlb-series-opener-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
NY Mets,ORGANIZATION,13,20,nltk,2958,https://www.pennlive.com/tv/2025/04/how-to-watch-ny-mets-vs-st-louis-cardinals-mlb-game-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
Louis,PERSON,31,36,nltk,2958,https://www.pennlive.com/tv/2025/04/how-to-watch-ny-mets-vs-st-louis-cardinals-mlb-game-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
FREE,ORGANIZATION,78,82,nltk,2958,https://www.pennlive.com/tv/2025/04/how-to-watch-ny-mets-vs-st-louis-cardinals-mlb-game-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
Karen Read,ORGANIZATION,24,34,nltk,2959,https://www.cbsnews.com/boston/news/karen-read-trial-judge-beverly-cannone/,cbsnews.com,TRIAL
Beverly Cannone,PERSON,62,77,nltk,2959,https://www.cbsnews.com/boston/news/karen-read-trial-judge-beverly-cannone/,cbsnews.com,TRIAL
Barcelona,GPE,13,22,nltk,2960,https://www.pennlive.com/tv/2025/03/how-to-watch-barcelona-vs-girona-laliga-match-free-live-stream-time-tv-channel.html,pennlive.com,TRIAL
Girona LaLiga,PERSON,28,41,nltk,2960,https://www.pennlive.com/tv/2025/03/how-to-watch-barcelona-vs-girona-laliga-match-free-live-stream-time-tv-channel.html,pennlive.com,TRIAL
LA Dodgers,ORGANIZATION,13,23,nltk,2961,https://www.pennlive.com/tv/2025/04/how-to-watch-la-dodgers-vs-atlanta-braves-game-time-tv-channel-free-mlb-live-stream.html,pennlive.com,TRIAL
Atlanta Braves,ORGANIZATION,29,43,nltk,2961,https://www.pennlive.com/tv/2025/04/how-to-watch-la-dodgers-vs-atlanta-braves-game-time-tv-channel-free-mlb-live-stream.html,pennlive.com,TRIAL
FREE,ORGANIZATION,71,75,nltk,2961,https://www.pennlive.com/tv/2025/04/how-to-watch-la-dodgers-vs-atlanta-braves-game-time-tv-channel-free-mlb-live-stream.html,pennlive.com,TRIAL
NBA,ORGANIZATION,35,38,nltk,2962,https://www.pennlive.com/tv/2025/04/how-to-watch-warriors-vs-nuggets-nba-game-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
FREE,ORGANIZATION,66,70,nltk,2962,https://www.pennlive.com/tv/2025/04/how-to-watch-warriors-vs-nuggets-nba-game-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
Inter Miami,ORGANIZATION,13,24,nltk,2963,https://www.pennlive.com/tv/2025/04/how-to-watch-inter-miami-vs-vancouver-champions-cup-semifinal-time-channel-live-streams.html,pennlive.com,TRIAL
Vancouver Champions,PERSON,30,49,nltk,2963,https://www.pennlive.com/tv/2025/04/how-to-watch-inter-miami-vs-vancouver-champions-cup-semifinal-time-channel-live-streams.html,pennlive.com,TRIAL
Meta,PERSON,0,4,nltk,2964,https://www.nj.com/tv/2025/04/wwe-friday-night-smackdown-free-live-stream-41825.html,nj.com,TRIAL
WWE,ORGANIZATION,26,29,nltk,2964,https://www.nj.com/tv/2025/04/wwe-friday-night-smackdown-free-live-stream-41825.html,nj.com,TRIAL
SmackDown,ORGANIZATION,43,52,nltk,2964,https://www.nj.com/tv/2025/04/wwe-friday-night-smackdown-free-live-stream-41825.html,nj.com,TRIAL
Medha,PERSON,0,5,nltk,2965,https://indianexpress.com/article/cities/delhi/medha-patkar-vk-saxena-defamation-complaint-delhi-hc-9947202/,indianexpress.com,TRIAL
Patkar,PERSON,6,12,nltk,2965,https://indianexpress.com/article/cities/delhi/medha-patkar-vk-saxena-defamation-complaint-delhi-hc-9947202/,indianexpress.com,TRIAL
Delhi HC,PERSON,49,57,nltk,2965,https://indianexpress.com/article/cities/delhi/medha-patkar-vk-saxena-defamation-complaint-delhi-hc-9947202/,indianexpress.com,TRIAL
Ironwood,GPE,0,8,nltk,2966,https://www.benzinga.com/general/biotech/25/04/44798343/ironwood-pharmaceuticals-stock-plunges-fda-wants-another-trial-for-gastrointestinal-drug,benzinga.com,TRIAL
Pharmaceuticals Stock Plunges,ORGANIZATION,9,38,nltk,2966,https://www.benzinga.com/general/biotech/25/04/44798343/ironwood-pharmaceuticals-stock-plunges-fda-wants-another-trial-for-gastrointestinal-drug,benzinga.com,TRIAL
FDA Wants Another Trial For Gastrointestinal Drug,ORGANIZATION,41,90,nltk,2966,https://www.benzinga.com/general/biotech/25/04/44798343/ironwood-pharmaceuticals-stock-plunges-fda-wants-another-trial-for-gastrointestinal-drug,benzinga.com,TRIAL
Ironwood,GPE,0,8,nltk,2966,https://www.benzinga.com/general/biotech/25/04/44798343/ironwood-pharmaceuticals-stock-plunges-fda-wants-another-trial-for-gastrointestinal-drug,benzinga.com,TRIAL
NASDAQ,ORGANIZATION,120,126,nltk,2966,https://www.benzinga.com/general/biotech/25/04/44798343/ironwood-pharmaceuticals-stock-plunges-fda-wants-another-trial-for-gastrointestinal-drug,benzinga.com,TRIAL
Hollywood Demon Online,PERSON,14,36,nltk,2967,https://www.hollywoodreporter.com/tv/tv-news/watch-stream-hollywood-demons-id-docuseries-online-free-1236186267/,hollywoodreporter.com,TRIAL
NIH,ORGANIZATION,26,29,nltk,2968,https://www.wallstreet-online.de/nachricht/19206180-first-patient-enrolled-nih-funded-expanded-access-program-eap-trial-to-evaluate-mn-166-amyotrophic-lateral-sclerosis-als-patients,wallstreet-online.de,TRIAL
Expanded Access Program,PERSON,39,62,nltk,2968,https://www.wallstreet-online.de/nachricht/19206180-first-patient-enrolled-nih-funded-expanded-access-program-eap-trial-to-evaluate-mn-166-amyotrophic-lateral-sclerosis-als-patients,wallstreet-online.de,TRIAL
EAP,ORGANIZATION,65,68,nltk,2968,https://www.wallstreet-online.de/nachricht/19206180-first-patient-enrolled-nih-funded-expanded-access-program-eap-trial-to-evaluate-mn-166-amyotrophic-lateral-sclerosis-als-patients,wallstreet-online.de,TRIAL
MN,ORGANIZATION,89,91,nltk,2968,https://www.wallstreet-online.de/nachricht/19206180-first-patient-enrolled-nih-funded-expanded-access-program-eap-trial-to-evaluate-mn-166-amyotrophic-lateral-sclerosis-als-patients,wallstreet-online.de,TRIAL
Amyotrophic,GPE,101,112,nltk,2968,https://www.wallstreet-online.de/nachricht/19206180-first-patient-enrolled-nih-funded-expanded-access-program-eap-trial-to-evaluate-mn-166-amyotrophic-lateral-sclerosis-als-patients,wallstreet-online.de,TRIAL
ALS,ORGANIZATION,133,136,nltk,2968,https://www.wallstreet-online.de/nachricht/19206180-first-patient-enrolled-nih-funded-expanded-access-program-eap-trial-to-evaluate-mn-166-amyotrophic-lateral-sclerosis-als-patients,wallstreet-online.de,TRIAL
Kendal,PERSON,0,6,nltk,2969,https://www.wsoctv.com/news/local/kendal-crank-murder-suspect-asks-unsecured-bond/K7NUP46VXBAZXMDLRT3NCVNP64/,wsoctv.com,TRIAL
Crank,ORGANIZATION,7,12,nltk,2969,https://www.wsoctv.com/news/local/kendal-crank-murder-suspect-asks-unsecured-bond/K7NUP46VXBAZXMDLRT3NCVNP64/,wsoctv.com,TRIAL
Tyler Perry House,PERSON,-1,16,nltk,2970,https://www.syracuse.com/tv/2025/04/where-to-watch-tyler-perrys-house-of-payne-season-13-episode-18-for-free.html,syracuse.com,TRIAL
Payne Season,PERSON,-1,11,nltk,2970,https://www.syracuse.com/tv/2025/04/where-to-watch-tyler-perrys-house-of-payne-season-13-episode-18-for-free.html,syracuse.com,TRIAL
Tunisia,GPE,0,7,nltk,2971,https://www.aljazeera.com/news/2025/4/10/tunisia-resumes-conspiracy-trial-president-critics-opponents,aljazeera.com,TRIAL
Trial,GPE,0,5,nltk,2972,https://www.ksdk.com/article/news/crime/trial-date-former-deputy-charged-murder-sonya-massey/63-b9961235-dd08-4ae0-9c04-2c4dd0ea338e,ksdk.com,TRIAL
Sonya Massey,PERSON,47,59,nltk,2972,https://www.ksdk.com/article/news/crime/trial-date-former-deputy-charged-murder-sonya-massey/63-b9961235-dd08-4ae0-9c04-2c4dd0ea338e,ksdk.com,TRIAL
NCAA Women Gymnastics,ORGANIZATION,18,39,nltk,2973,https://www.pennlive.com/tv/2025/04/how-to-watch-2025-ncaa-womens-gymnastics-championships-semifinals-time-channel.html,pennlive.com,TRIAL
Trial,GPE,0,5,nltk,2974,https://economictimes.indiatimes.com/news/india/trial-in-original-national-herald-case-stuck-for-4-years/articleshow/120389722.cms,economictimes.indiatimes.com,TRIAL
National Herald,ORGANIZATION,18,33,nltk,2974,https://economictimes.indiatimes.com/news/india/trial-in-original-national-herald-case-stuck-for-4-years/articleshow/120389722.cms,economictimes.indiatimes.com,TRIAL
Power Book,PERSON,14,24,nltk,2975,https://www.syracuse.com/tv/2025/04/how-to-watch-power-book-iii-raising-kanan-season-4-episode-6-for-free.html,syracuse.com,TRIAL
Kanan Season,PERSON,-1,11,nltk,2975,https://www.syracuse.com/tv/2025/04/how-to-watch-power-book-iii-raising-kanan-season-4-episode-6-for-free.html,syracuse.com,TRIAL
RuPaul Drag Race,ORGANIZATION,16,32,nltk,2976,https://www.nj.com/tv/2025/04/where-to-watch-rupauls-drag-race-season-17-episode-15-for-free.html,nj.com,TRIAL
LalapaRuza Smackdown,ORGANIZATION,56,76,nltk,2976,https://www.nj.com/tv/2025/04/where-to-watch-rupauls-drag-race-season-17-episode-15-for-free.html,nj.com,TRIAL
MJ Akbar,ORGANIZATION,11,19,nltk,2977,https://www.rediff.com/news/report/hc-to-hear-mj-akbars-plea-against-priya-ramani-acquittal-on-sep-19/20250422.htm,rediff.com,TRIAL
Priya Ramani,PERSON,33,45,nltk,2977,https://www.rediff.com/news/report/hc-to-hear-mj-akbars-plea-against-priya-ramani-acquittal-on-sep-19/20250422.htm,rediff.com,TRIAL
James Crumbley,PERSON,0,14,nltk,2978,https://www.clickondetroit.com/news/local/2025/04/11/james-crumbley-father-of-oxford-high-school-shooter-to-appear-in-court-today-heres-why/,clickondetroit.com,TRIAL
Oxford High School,ORGANIZATION,27,45,nltk,2978,https://www.clickondetroit.com/news/local/2025/04/11/james-crumbley-father-of-oxford-high-school-shooter-to-appear-in-court-today-heres-why/,clickondetroit.com,TRIAL
Me Back My Daughter,PERSON,30,49,nltk,2979,https://www.syracuse.com/tv/2025/04/where-to-watch-lifetimes-give-me-back-my-daughter-premiere-for-free-tonight.html,syracuse.com,TRIAL
Boston Marathon,ORGANIZATION,22,37,nltk,2980,https://www.pennlive.com/tv/2025/04/how-to-watch-the-2025-boston-marathon-time-tv-channel-and-free-live-streams.html,pennlive.com,TRIAL
FREE,ORGANIZATION,62,66,nltk,2980,https://www.pennlive.com/tv/2025/04/how-to-watch-the-2025-boston-marathon-time-tv-channel-and-free-live-streams.html,pennlive.com,TRIAL
NFL Draft,ORGANIZATION,18,27,nltk,2981,https://www.pennlive.com/tv/2025/04/how-to-watch-2025-nfl-draft-rounds-2-and-3-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
FREE,ORGANIZATION,65,69,nltk,2981,https://www.pennlive.com/tv/2025/04/how-to-watch-2025-nfl-draft-rounds-2-and-3-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
Pacers,ORGANIZATION,13,19,nltk,2982,https://www.pennlive.com/tv/2025/04/how-to-watch-pacers-vs-bucks-nba-playoffs-game-1-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
Bucks NBA Playoffs,PERSON,25,43,nltk,2982,https://www.pennlive.com/tv/2025/04/how-to-watch-pacers-vs-bucks-nba-playoffs-game-1-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
FREE,ORGANIZATION,73,77,nltk,2982,https://www.pennlive.com/tv/2025/04/how-to-watch-pacers-vs-bucks-nba-playoffs-game-1-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
Sister Wives Season,PERSON,13,32,nltk,2983,https://www.oregonlive.com/tv/2025/04/how-to-watch-sister-wives-season-20-episode-1-streaming-live-free-and-on-demand.html,oregonlive.com,TRIAL
Grand Rapid,PERSON,30,41,nltk,2984,https://www.oregonlive.com/tv/2025/04/how-to-watch-all-access-pd-grand-rapids-episode-3-streaming-free-and-on-demand.html,oregonlive.com,TRIAL
India,GPE,62,67,nltk,2985,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/can-peanuts-treat-peanut-allergy-in-adults/articleshow/120567789.cms,timesofindia.indiatimes.com,TRIAL
Plea,GPE,0,4,nltk,2986,https://indianexpress.com/article/cities/bangalore/plea-for-change-of-judge-retirement-of-defence-counsel-stall-start-of-trial-in-first-of-4-rape-cases-against-prajwal-revanna-9961885/,indianexpress.com,TRIAL
Prajwal Revanna,PERSON,111,126,nltk,2986,https://indianexpress.com/article/cities/bangalore/plea-for-change-of-judge-retirement-of-defence-counsel-stall-start-of-trial-in-first-of-4-rape-cases-against-prajwal-revanna-9961885/,indianexpress.com,TRIAL
Women Final,PERSON,13,24,nltk,2987,https://www.pennlive.com/tv/2025/04/how-to-watch-womens-final-four-south-carolina-vs-texas-time-channel-free-live-streams.html,pennlive.com,TRIAL
South Carolina,GPE,32,46,nltk,2987,https://www.pennlive.com/tv/2025/04/how-to-watch-womens-final-four-south-carolina-vs-texas-time-channel-free-live-streams.html,pennlive.com,TRIAL
Texas,GPE,50,55,nltk,2987,https://www.pennlive.com/tv/2025/04/how-to-watch-womens-final-four-south-carolina-vs-texas-time-channel-free-live-streams.html,pennlive.com,TRIAL
FREE,ORGANIZATION,73,77,nltk,2987,https://www.pennlive.com/tv/2025/04/how-to-watch-womens-final-four-south-carolina-vs-texas-time-channel-free-live-streams.html,pennlive.com,TRIAL
Real Madrid,ORGANIZATION,13,24,nltk,2988,https://www.pennlive.com/tv/2025/04/how-to-watch-real-madrid-vs-barcelona-el-clasico-copa-del-rey-final-time-tv-live-stream.html,pennlive.com,TRIAL
Barcelona El Clasico Copa Del Rey,PERSON,-1,32,nltk,2988,https://www.pennlive.com/tv/2025/04/how-to-watch-real-madrid-vs-barcelona-el-clasico-copa-del-rey-final-time-tv-live-stream.html,pennlive.com,TRIAL
Karen,PERSON,0,5,nltk,2989,https://www.bostonglobe.com/2025/04/22/metro/karen-read-trial-live-updates/,bostonglobe.com,TRIAL
Read,ORGANIZATION,6,10,nltk,2989,https://www.bostonglobe.com/2025/04/22/metro/karen-read-trial-live-updates/,bostonglobe.com,TRIAL
Discovery,GPE,0,9,nltk,2990,https://www.newsday.com/news/region-state/kathy-hochul-state-budget-legislature-discovery-law-svd7sm7e,newsday.com,TRIAL
New York,GPE,28,36,nltk,2990,https://www.newsday.com/news/region-state/kathy-hochul-state-budget-legislature-discovery-law-svd7sm7e,newsday.com,TRIAL
Caught,PERSON,14,20,nltk,2991,https://www.syracuse.com/tv/2025/04/how-to-watch-caught-in-the-act-unfaithful-season-3-midseason-premiere-for-free-without-cable.html,syracuse.com,TRIAL
Tyler Perry House,PERSON,-1,16,nltk,2992,https://www.syracuse.com/tv/2025/04/how-to-watch-tyler-perrys-house-of-payne-season-13-episode-20-for-free-tonight.html,syracuse.com,TRIAL
Payne Season,PERSON,-1,11,nltk,2992,https://www.syracuse.com/tv/2025/04/how-to-watch-tyler-perrys-house-of-payne-season-13-episode-20-for-free-tonight.html,syracuse.com,TRIAL
Episode,ORGANIZATION,54,61,nltk,2992,https://www.syracuse.com/tv/2025/04/how-to-watch-tyler-perrys-house-of-payne-season-13-episode-20-for-free-tonight.html,syracuse.com,TRIAL
Supreme Court,ORGANIZATION,8,21,nltk,2993,https://www.masslive.com/news/2025/04/us-supreme-court-declines-to-pause-karen-read-murder-trial.html,masslive.com,TRIAL
Karen Read,PERSON,40,50,nltk,2993,https://www.masslive.com/news/2025/04/us-supreme-court-declines-to-pause-karen-read-murder-trial.html,masslive.com,TRIAL
Arvinas,PERSON,0,7,nltk,2994,https://www.benzinga.com/25/04/44651990/arvinas-touts-positive-data-from-potential-parkinsons-candidate-in-human-study-with-healthy-volunteers,benzinga.com,TRIAL
Potential Parkinson Treatment Shows Positive Data,PERSON,8,57,nltk,2994,https://www.benzinga.com/25/04/44651990/arvinas-touts-positive-data-from-potential-parkinsons-candidate-in-human-study-with-healthy-volunteers,benzinga.com,TRIAL
Human Study,ORGANIZATION,61,72,nltk,2994,https://www.benzinga.com/25/04/44651990/arvinas-touts-positive-data-from-potential-parkinsons-candidate-in-human-study-with-healthy-volunteers,benzinga.com,TRIAL
Arvinas,GPE,0,7,nltk,2994,https://www.benzinga.com/25/04/44651990/arvinas-touts-positive-data-from-potential-parkinsons-candidate-in-human-study-with-healthy-volunteers,benzinga.com,TRIAL
NASDAQ,ORGANIZATION,85,91,nltk,2994,https://www.benzinga.com/25/04/44651990/arvinas-touts-positive-data-from-potential-parkinsons-candidate-in-human-study-with-healthy-volunteers,benzinga.com,TRIAL
Las,PERSON,0,3,nltk,2995,https://www.yahoo.com/news/las-vegas-judge-denies-michele-002921936.html,yahoo.com,TRIAL
Vegas,ORGANIZATION,4,9,nltk,2995,https://www.yahoo.com/news/las-vegas-judge-denies-michele-002921936.html,yahoo.com,TRIAL
Michele Fiore,PERSON,23,36,nltk,2995,https://www.yahoo.com/news/las-vegas-judge-denies-michele-002921936.html,yahoo.com,TRIAL
Ethiopian,GPE,39,48,nltk,2996,https://www.ibtimes.com/boeing-faces-new-civil-trial-over-2019-ethiopian-airlines-crash-3769029,ibtimes.com,TRIAL
Airlines Crash,ORGANIZATION,49,63,nltk,2996,https://www.ibtimes.com/boeing-faces-new-civil-trial-over-2019-ethiopian-airlines-crash-3769029,ibtimes.com,TRIAL
Lifetime Fame,PERSON,-1,12,nltk,2997,https://www.syracuse.com/tv/2025/04/where-to-watch-lifetimes-fame-a-temptations-story-premiere-for-free-tonight.html,syracuse.com,TRIAL
Joshlin,PERSON,0,7,nltk,2998,https://www.ewn.co.za/2025/04/07/joshlin-smith-confession-statements-of-2-accused-in-spotlight-as-trial-resumes,ewn.co.za,TRIAL
Smith,PERSON,8,13,nltk,2998,https://www.ewn.co.za/2025/04/07/joshlin-smith-confession-statements-of-2-accused-in-spotlight-as-trial-resumes,ewn.co.za,TRIAL
Boston,GPE,0,6,nltk,2999,https://www.foxnews.com/us/boston-da-considering-criminal-charges-against-ice-agent-who-arrested-illegal-immigrant-during-trial,foxnews.com,TRIAL
ICE,ORGANIZATION,15,18,nltk,2999,https://www.foxnews.com/us/boston-da-considering-criminal-charges-against-ice-agent-who-arrested-illegal-immigrant-during-trial,foxnews.com,TRIAL
Challenge All,ORGANIZATION,18,31,nltk,3000,https://www.syracuse.com/tv/2025/04/how-to-watch-the-challenge-all-stars-5-rivals-episode-10-for-free-tonight.html,syracuse.com,TRIAL
Rival Episode,PERSON,42,55,nltk,3000,https://www.syracuse.com/tv/2025/04/how-to-watch-the-challenge-all-stars-5-rivals-episode-10-for-free-tonight.html,syracuse.com,TRIAL
Supreme Court Asks,ORGANIZATION,0,18,nltk,3001,https://www.livelaw.in/top-stories/rajat-gaera-vs-tarun-rawat-supreme-court-allahabad-hc-prioritise-disposal-matters-where-trial-stayed-landlord-tenant-disputes-290473,livelaw.in,TRIAL
Disposal Of Matters,ORGANIZATION,46,65,nltk,3001,https://www.livelaw.in/top-stories/rajat-gaera-vs-tarun-rawat-supreme-court-allahabad-hc-prioritise-disposal-matters-where-trial-stayed-landlord-tenant-disputes-290473,livelaw.in,TRIAL
Especially Landlord,PERSON,90,109,nltk,3001,https://www.livelaw.in/top-stories/rajat-gaera-vs-tarun-rawat-supreme-court-allahabad-hc-prioritise-disposal-matters-where-trial-stayed-landlord-tenant-disputes-290473,livelaw.in,TRIAL
Tenant,GPE,112,118,nltk,3001,https://www.livelaw.in/top-stories/rajat-gaera-vs-tarun-rawat-supreme-court-allahabad-hc-prioritise-disposal-matters-where-trial-stayed-landlord-tenant-disputes-290473,livelaw.in,TRIAL
Sean,GPE,0,4,nltk,3002,https://www.livemint.com/entertainment/sean-diddy-combs-seeks-two-month-delay-of-may-5-trial-11744837683968.html,livemint.com,TRIAL
Diddy Combs,PERSON,5,16,nltk,3002,https://www.livemint.com/entertainment/sean-diddy-combs-seeks-two-month-delay-of-may-5-trial-11744837683968.html,livemint.com,TRIAL
IgniteData,ORGANIZATION,0,10,nltk,3003,https://finance.yahoo.com/news/ignitedata-deploy-ehr-edc-automation-093610064.html,finance.yahoo.com,TRIAL
EHR,ORGANIZATION,21,24,nltk,3003,https://finance.yahoo.com/news/ignitedata-deploy-ehr-edc-automation-093610064.html,finance.yahoo.com,TRIAL
EDC,ORGANIZATION,32,35,nltk,3003,https://finance.yahoo.com/news/ignitedata-deploy-ehr-edc-automation-093610064.html,finance.yahoo.com,TRIAL
Phase,GPE,55,60,nltk,3003,https://finance.yahoo.com/news/ignitedata-deploy-ehr-edc-automation-093610064.html,finance.yahoo.com,TRIAL
MSK,ORGANIZATION,74,77,nltk,3003,https://finance.yahoo.com/news/ignitedata-deploy-ehr-edc-automation-093610064.html,finance.yahoo.com,TRIAL
Dothan,GPE,12,18,nltk,3004,https://www.yahoo.com/news/daughter-dothan-cold-case-murder-232830862.html,yahoo.com,TRIAL
Boeing,GPE,0,6,nltk,3005,https://www.yahoo.com/news/boeing-faces-civil-trial-over-045548097.html,yahoo.com,TRIAL
Ethiopian,GPE,39,48,nltk,3005,https://www.yahoo.com/news/boeing-faces-civil-trial-over-045548097.html,yahoo.com,TRIAL
Airlines,ORGANIZATION,49,57,nltk,3005,https://www.yahoo.com/news/boeing-faces-civil-trial-over-045548097.html,yahoo.com,TRIAL
Summit Therapeutics,ORGANIZATION,4,23,nltk,3006,https://www.fool.com/investing/2025/04/23/why-summit-therapeutics-rocketed-double-digits-tod/?source=iedfolrf0000001,fool.com,TRIAL
Double,PERSON,33,39,nltk,3006,https://www.fool.com/investing/2025/04/23/why-summit-therapeutics-rocketed-double-digits-tod/?source=iedfolrf0000001,fool.com,TRIAL
WHIO,ORGANIZATION,91,95,nltk,3007,https://www.whio.com/news/local/driver-who-caused-deadly-school-bus-crash-says-trial-wasnt-fair-court-just-disagreed/EBZV7BW43VGMTI47IIU42SSGUA/,whio.com,TRIAL
WHIO Radio,ORGANIZATION,105,115,nltk,3007,https://www.whio.com/news/local/driver-who-caused-deadly-school-bus-crash-says-trial-wasnt-fair-court-just-disagreed/EBZV7BW43VGMTI47IIU42SSGUA/,whio.com,TRIAL
Jury,GPE,0,4,nltk,3008,https://www.yahoo.com/news/jury-set-three-former-police-233331738.html,yahoo.com,TRIAL
Tyre,GPE,45,49,nltk,3008,https://www.yahoo.com/news/jury-set-three-former-police-233331738.html,yahoo.com,TRIAL
Defamation,GPE,0,10,nltk,3009,https://www.tribuneindia.com/news/delhi/defamation-case-social-activist-medha-patkar-moves-hc-against-conviction/,tribuneindia.com,TRIAL
Medha Patkar,PERSON,34,46,nltk,3009,https://www.tribuneindia.com/news/delhi/defamation-case-social-activist-medha-patkar-moves-hc-against-conviction/,tribuneindia.com,TRIAL
North Carolina,LOCATION,25,39,nltk,3010,https://www.mondaq.com:443/unitedstates/trials-appeals-compensation/1611424/preserve-or-perish-the-north-carolina-supreme-court-reinforces-rule-50-specificity-in-vanguard-pai-lung-v-moody,mondaq.com,TRIAL
Supreme Court Reinforces,ORGANIZATION,40,64,nltk,3010,https://www.mondaq.com:443/unitedstates/trials-appeals-compensation/1611424/preserve-or-perish-the-north-carolina-supreme-court-reinforces-rule-50-specificity-in-vanguard-pai-lung-v-moody,mondaq.com,TRIAL
Vanguard Pai Lung,ORGANIZATION,88,105,nltk,3010,https://www.mondaq.com:443/unitedstates/trials-appeals-compensation/1611424/preserve-or-perish-the-north-carolina-supreme-court-reinforces-rule-50-specificity-in-vanguard-pai-lung-v-moody,mondaq.com,TRIAL
Moody,PERSON,110,115,nltk,3010,https://www.mondaq.com:443/unitedstates/trials-appeals-compensation/1611424/preserve-or-perish-the-north-carolina-supreme-court-reinforces-rule-50-specificity-in-vanguard-pai-lung-v-moody,mondaq.com,TRIAL
Boeing,GPE,0,6,nltk,3011,https://www.philstar.com/world/2025/04/07/2434176/boeing-faces-new-civil-trial-over-2019-ethiopian-airlines-crash,philstar.com,TRIAL
Ethiopian,GPE,39,48,nltk,3011,https://www.philstar.com/world/2025/04/07/2434176/boeing-faces-new-civil-trial-over-2019-ethiopian-airlines-crash,philstar.com,TRIAL
Airlines,ORGANIZATION,49,57,nltk,3011,https://www.philstar.com/world/2025/04/07/2434176/boeing-faces-new-civil-trial-over-2019-ethiopian-airlines-crash,philstar.com,TRIAL
Daily,GPE,0,5,nltk,3012,https://www.news-medical.net/news/20250423/Daily-peanut-doses-help-adults-overcome-severe-allergies.aspx,news-medical.net,TRIAL
Bob Menendez Wife Found Guilty,PERSON,15,45,nltk,3013,https://www.forbes.com/sites/steveweisman/2025/04/22/former-senator-bob-menendezs-wife-found-guilty-of-bribery/,forbes.com,TRIAL
Of Bribery,ORGANIZATION,46,56,nltk,3013,https://www.forbes.com/sites/steveweisman/2025/04/22/former-senator-bob-menendezs-wife-found-guilty-of-bribery/,forbes.com,TRIAL
Karen,PERSON,0,5,nltk,3014,https://nypost.com/2025/04/22/us-news/karen-read-retrial-begins-in-murder-of-boston-cop-boyfriend/,nypost.com,TRIAL
Read,GPE,6,10,nltk,3014,https://nypost.com/2025/04/22/us-news/karen-read-retrial-begins-in-murder-of-boston-cop-boyfriend/,nypost.com,TRIAL
Boston,GPE,39,45,nltk,3014,https://nypost.com/2025/04/22/us-news/karen-read-retrial-begins-in-murder-of-boston-cop-boyfriend/,nypost.com,TRIAL
US,GSP,0,2,nltk,3015,https://www.newsday.com/news/nation/karen-read-boston-murder-trial-okeefe-a18810,newsday.com,TRIAL
Supreme Court,ORGANIZATION,3,16,nltk,3015,https://www.newsday.com/news/nation/karen-read-boston-murder-trial-okeefe-a18810,newsday.com,TRIAL
Karen Read,PERSON,28,38,nltk,3015,https://www.newsday.com/news/nation/karen-read-boston-murder-trial-okeefe-a18810,newsday.com,TRIAL
Suffolk,GPE,0,7,nltk,3016,https://www.yahoo.com/news/suffolk-da-blasts-judge-dismissing-210609961.html,yahoo.com,TRIAL
ICE,ORGANIZATION,63,66,nltk,3016,https://www.yahoo.com/news/suffolk-da-blasts-judge-dismissing-210609961.html,yahoo.com,TRIAL
Karen,PERSON,0,5,nltk,3017,https://www.bostonglobe.com/2025/03/31/metro/karen-read-fbi-michael-easter-cannone/,bostonglobe.com,TRIAL
